Using EulerDiscreteScheduler
Total GPUs in the world: 8
torch.distributed.is_available(): True
torch.distributed.is_nccl_available(): True
Args: Namespace(world_size=4, gpu_id=2, rank=2, dst_rank=0, controlnet_parallel_rank=[2], verbose=False)
World size: 4, rank: 2
Enable cuda graph: True
Start ControlNet server on GPU 2
Avg: 0.0326, Sum: 1.6281
Avg: 0.0136, Sum: 0.6802
Avg: 0.0136, Sum: 0.6801
Avg: 0.0136, Sum: 0.6801
Avg: 0.0136, Sum: 0.6803
Avg: 0.0136, Sum: 0.6801
Avg: 0.0136, Sum: 0.6802
Avg: 0.0136, Sum: 0.6803
Avg: 0.0136, Sum: 0.6804
Avg: 0.0136, Sum: 0.6810
Avg: 0.0136, Sum: 0.6809
Avg: 0.0136, Sum: 0.6814
Avg: 0.0136, Sum: 0.6801
Avg: 0.0136, Sum: 0.6802
Avg: 0.0136, Sum: 0.6805
Avg: 0.0136, Sum: 0.6805
Avg: 0.0136, Sum: 0.6801
Avg: 0.0136, Sum: 0.6801
Avg: 0.0136, Sum: 0.6801
Avg: 0.0136, Sum: 0.6802
Avg: 0.0136, Sum: 0.6805
Avg: 0.0136, Sum: 0.6803
Avg: 0.0136, Sum: 0.6801
Avg: 0.0136, Sum: 0.6801
Avg: 0.0136, Sum: 0.6803
Avg: 0.0136, Sum: 0.6800
Avg: 0.0136, Sum: 0.6800
Avg: 0.0136, Sum: 0.6819
Avg: 0.0136, Sum: 0.6802
Avg: 0.0136, Sum: 0.6800
Avg: 0.0136, Sum: 0.6800
Avg: 0.0136, Sum: 0.6801
Avg: 0.0136, Sum: 0.6803
Avg: 0.0136, Sum: 0.6800
Avg: 0.0136, Sum: 0.6801
Avg: 0.0136, Sum: 0.6802
Avg: 0.0136, Sum: 0.6801
Avg: 0.0136, Sum: 0.6802
Avg: 0.0136, Sum: 0.6802
Avg: 0.0136, Sum: 0.6801
Avg: 0.0136, Sum: 0.6802
Avg: 0.0136, Sum: 0.6802
Avg: 0.0136, Sum: 0.6800
Avg: 0.0136, Sum: 0.6813
Avg: 0.0136, Sum: 0.6802
Avg: 0.0136, Sum: 0.6803
Avg: 0.0136, Sum: 0.6801
Avg: 0.0136, Sum: 0.6802
Avg: 0.0136, Sum: 0.6802
Avg: 0.0136, Sum: 0.6801
