Using EulerDiscreteScheduler
Total GPUs in the world: 8
torch.distributed.is_available(): True
torch.distributed.is_nccl_available(): True
Args: Namespace(world_size=4, gpu_id=3, rank=3, dst_rank=1, controlnet_parallel_rank=[3], verbose=False)
World size: 4, rank: 3
Enable cuda graph: True
Start ControlNet server on GPU 3
Avg: 0.0337, Sum: 1.6836
Avg: 0.0136, Sum: 0.6816
Avg: 0.0136, Sum: 0.6816
Avg: 0.0136, Sum: 0.6816
Avg: 0.0136, Sum: 0.6814
Avg: 0.0136, Sum: 0.6812
Avg: 0.0136, Sum: 0.6811
Avg: 0.0136, Sum: 0.6814
Avg: 0.0136, Sum: 0.6814
Avg: 0.0136, Sum: 0.6815
Avg: 0.0136, Sum: 0.6814
Avg: 0.0136, Sum: 0.6808
Avg: 0.0136, Sum: 0.6808
Avg: 0.0136, Sum: 0.6810
Avg: 0.0136, Sum: 0.6810
Avg: 0.0136, Sum: 0.6811
Avg: 0.0136, Sum: 0.6810
Avg: 0.0136, Sum: 0.6811
Avg: 0.0136, Sum: 0.6811
Avg: 0.0136, Sum: 0.6810
Avg: 0.0136, Sum: 0.6811
Avg: 0.0136, Sum: 0.6809
Avg: 0.0136, Sum: 0.6810
Avg: 0.0136, Sum: 0.6812
Avg: 0.0136, Sum: 0.6812
Avg: 0.0136, Sum: 0.6811
Avg: 0.0136, Sum: 0.6813
Avg: 0.0136, Sum: 0.6813
Avg: 0.0136, Sum: 0.6812
Avg: 0.0136, Sum: 0.6812
Avg: 0.0136, Sum: 0.6815
Avg: 0.0136, Sum: 0.6812
Avg: 0.0136, Sum: 0.6813
Avg: 0.0136, Sum: 0.6813
Avg: 0.0136, Sum: 0.6815
Avg: 0.0136, Sum: 0.6813
Avg: 0.0136, Sum: 0.6813
Avg: 0.0136, Sum: 0.6814
Avg: 0.0136, Sum: 0.6813
Avg: 0.0136, Sum: 0.6814
Avg: 0.0136, Sum: 0.6814
Avg: 0.0136, Sum: 0.6814
Avg: 0.0136, Sum: 0.6813
Avg: 0.0136, Sum: 0.6812
Avg: 0.0136, Sum: 0.6816
Avg: 0.0136, Sum: 0.6813
Avg: 0.0136, Sum: 0.6813
Avg: 0.0136, Sum: 0.6814
Avg: 0.0136, Sum: 0.6814
Avg: 0.0136, Sum: 0.6815
