Using EulerDiscreteScheduler
Total GPUs in the world: 8
torch.distributed.is_available(): True
torch.distributed.is_nccl_available(): True
Args: Namespace(world_size=8, gpu_id=6, rank=6, dst_rank=0, controlnet_parallel_rank=[2, 4, 6], verbose=False)
World size: 8, rank: 6
Enable cuda graph: True
Start ControlNet server on GPU 6
Avg: 0.0332, Sum: 1.6586
Avg: 0.0137, Sum: 0.6840
Avg: 0.0137, Sum: 0.6836
Avg: 0.0137, Sum: 0.6836
Avg: 0.0137, Sum: 0.6834
Avg: 0.0137, Sum: 0.6835
Avg: 0.0137, Sum: 0.6833
Avg: 0.0137, Sum: 0.6833
Avg: 0.0137, Sum: 0.6833
Avg: 0.0137, Sum: 0.6836
Avg: 0.0137, Sum: 0.6835
Avg: 0.0137, Sum: 0.6834
Avg: 0.0137, Sum: 0.6836
Avg: 0.0137, Sum: 0.6836
Avg: 0.0137, Sum: 0.6835
Avg: 0.0137, Sum: 0.6836
Avg: 0.0137, Sum: 0.6835
Avg: 0.0137, Sum: 0.6835
Avg: 0.0137, Sum: 0.6838
Avg: 0.0137, Sum: 0.6842
Avg: 0.0137, Sum: 0.6840
Avg: 0.0137, Sum: 0.6840
Avg: 0.0137, Sum: 0.6842
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6839
Avg: 0.0137, Sum: 0.6839
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6842
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6843
Avg: 0.0137, Sum: 0.6842
Avg: 0.0137, Sum: 0.6840
Avg: 0.0137, Sum: 0.6843
Avg: 0.0137, Sum: 0.6857
Avg: 0.0137, Sum: 0.6846
Avg: 0.0137, Sum: 0.6858
Avg: 0.0137, Sum: 0.6840
Avg: 0.0137, Sum: 0.6840
Avg: 0.0137, Sum: 0.6859
Avg: 0.0137, Sum: 0.6840
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6848
Avg: 0.0137, Sum: 0.6858
Avg: 0.0137, Sum: 0.6859
Avg: 0.0137, Sum: 0.6844
Avg: 0.0137, Sum: 0.6843
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6843
Avg: 0.0137, Sum: 0.6843
Avg: 0.0137, Sum: 0.6842
