Using EulerDiscreteScheduler
Total GPUs in the world: 8
torch.distributed.is_available(): True
torch.distributed.is_nccl_available(): True
Args: Namespace(world_size=8, gpu_id=5, rank=5, dst_rank=1, controlnet_parallel_rank=[3, 5, 7], verbose=False)
World size: 8, rank: 5
Enable cuda graph: True
Start ControlNet server on GPU 5
Avg: 0.0336, Sum: 1.6803
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6840
Avg: 0.0137, Sum: 0.6840
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6839
Avg: 0.0137, Sum: 0.6840
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6843
Avg: 0.0137, Sum: 0.6842
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6838
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6840
Avg: 0.0137, Sum: 0.6842
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6840
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6843
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6842
Avg: 0.0137, Sum: 0.6842
Avg: 0.0137, Sum: 0.6842
Avg: 0.0137, Sum: 0.6843
Avg: 0.0137, Sum: 0.6844
Avg: 0.0137, Sum: 0.6840
Avg: 0.0137, Sum: 0.6843
Avg: 0.0137, Sum: 0.6842
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6842
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6843
Avg: 0.0137, Sum: 0.6843
Avg: 0.0137, Sum: 0.6843
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6842
Avg: 0.0137, Sum: 0.6842
Avg: 0.0137, Sum: 0.6842
Avg: 0.0137, Sum: 0.6840
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6840
Avg: 0.0137, Sum: 0.6839
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6841
Avg: 0.0137, Sum: 0.6840
Avg: 0.0137, Sum: 0.6840
Avg: 0.0137, Sum: 0.6841
