Using EulerDiscreteScheduler
Total GPUs in the world: 8
torch.distributed.is_available(): True
torch.distributed.is_nccl_available(): True
Args: Namespace(world_size=8, gpu_id=4, rank=4, dst_rank=0, controlnet_parallel_rank=[2, 4, 6], verbose=False)
World size: 8, rank: 4
Enable cuda graph: True
Start ControlNet server on GPU 4
Avg: 0.0338, Sum: 1.6893
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6852
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6849
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6852
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6849
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6852
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6853
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6850
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6852
Avg: 0.0137, Sum: 0.6851
Avg: 0.0137, Sum: 0.6849
Avg: 0.0137, Sum: 0.6852
Avg: 0.0137, Sum: 0.6851
